"Request ID","Patch Type","Release","Estimated End Time","Product Family","Status","POD","Customer Name","Request Details","Estimated Start Time","Estimated Time","Actual Patching  Start Date","Actual Patching End Date","Actual  Patching Time","Test Start Date","Test End Date","Notification Start Date","Notification End Date","Comments"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","HCAA","Aegion Corporation","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAR","Tongal Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","EABN","Avaya Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","FWA","Maverik Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","FZA","Oracle - GSE","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBBJ","SCRIPPS HEALTH","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HUF","American Career College, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 21:30","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","IWA","Agnico-Eagle Mines Limited","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","JKF","Newfield Exploration","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","JNA","Lending Club","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","LFF","BakerCorp","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL5","20:00 (PT)","HCM","Testing Complete","PUF","FLOWSERVE US CORPORATION","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAI","ALAMANCE SERVICES INC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBBO","Entropic Communications, Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","YAF","Schneider Electric Industries SAS","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","CRA","Center Partners, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","EABP","CDM Smith Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","GAA","Desert Schools Federal Credit Union","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBAN","Zeltiq","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 20:33","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBBP","Southwestern Energy Company","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","IZA","Sonic Automotive","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","NOF","Herbalife","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 21:40","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","PTF","Cox Corporate Services, Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","CQA","Silicon Graphics International Corp","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBAF","Opera software ASA","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBAP","ALKERMES INC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EABB","Delaware Life Holdings, LLC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBBB","Recommind, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EABL","Wieden + Kennedy Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBCB","Recology Service Center","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBAW","Natus Medical, Incorporated","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","HCAI","EDMUNDS.COM","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","GUA","Emerging Solutions","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","HCAS","Overhead Door Corporation","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","HCAM","Cincinnati Financial Corporation","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBCA","Practice Fusion","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL5","20:00 (PT)","HCM","Testing Complete","SZF","Wex Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","LXF","Zillow","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL5","20:00 (PT)","HCM","Testing Complete","NIF","Akamai","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","ZMF","MIPRO Consulting, LLC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","SJF","DAZ Systems, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL5","20:00 (PT)","HCM","Testing Complete","SEF","Sisters of Charity of Leavenworth Health System, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","QXF","Brightcove, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL5","20:00 (PT)","HCM","Testing Complete","PBF","Wintrust Financial Corporation","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","NPF","Titan Technology Partners","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","NTF","CSS International","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","NJF","FICO","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","IFF","American Towers LLC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","DDF","NORTH EAST MEDICAL SERVICES","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EMF","HERMAN MILLER INC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","JHF","PHH CORPORATION","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL5","20:00 (PT)","HCM","Testing Complete","DPF","National Oilwell Varco","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","CTA","Trion Worlds Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL5","20:00 (PT)","HCM","Testing Complete","DTA","PHH CORPORATION","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","FLA","Siemens Corporation, Global Shared Services","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EZA","Mobile Iron Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","FDA","The Manitowoc Company Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 21:02","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HRA","Compass Minerals International, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HGA","Westar Energy Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBCG","WESCO AIRCRAFT HARDWARE CORPORATION","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 20:40","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBCQ","Synnex Corporation","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBBZ","PMC-Sierra, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBBS","SunEdison, INC.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBAQ","Ritchie Bros. Auctioneers (Canada) Ltd.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","IXA","X.L. Global Services, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAC","Maker Studios","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBAE","Bozzuto and Associates","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","DRA","Intelenex (HCM)","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAH","Alaris Technology","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","JUA","Frontera Consulting","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAB","Resolution Life Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBBU","Exactech, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBAB","Advance Central Services","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","TBF","OPEN LINK FINANCIAL","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","HCAT","TRANSUNION LLC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
