"Request ID","Patch Type","Release","Estimated End Time","Product Family","Status","POD","Customer Name","Request Details","Estimated Start Time","Estimated Time","Actual Patching  Start Date","Actual Patching End Date","Actual  Patching Time","Test Start Date","Test End Date","Notification Start Date","Notification End Date","Comments"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HCM13110CDC","C9FA Ops","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL5","20:00 (PT)","HCM","Testing Complete","HDA","SunGard Availability Services","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAG","YMCA of Silicon Valley","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAX","Silicon Image, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBAV","CSX Corporation Master","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL5","20:00 (PT)","HCM","Testing Complete","FCA","Cloud Peak Energy Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EABD","SOS STAFFING SERVICES","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","RUP1","20:00 (PT)","HCM","Testing Complete","FDF","bioMerieux","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","ESF","Drivestream, Inc (HCM)","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","CUA","World of Jeans and Tops, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","CYA","Chronicle Books","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","DFA","Proskauer Rose LLP","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","ESA","Kilpatrick Townsend & Stockton LLP","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","GRA","Granite Construction,Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL5","20:00 (PT)","HCM","Testing Complete","FBA","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER HOUSTON","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","HCAJ","FAMILIESFIRST INC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","JWA","Flambeau Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","26-APR-2014 00:05","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBBV","Land IT, S.A. de C.V.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EABJ","Mouser Electronics Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","HCAN","Knowles Electronics","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBBW","LGS Innovations LLC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","IPA","Eaton Corporation","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","PXF","PricewaterhouseCoopers, LLP","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","ZQF","Activision Publishing, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL5","20:00 (PT)","HCM","Testing Complete","NDF","HealthSouth","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","NQF","DataDirect Networks","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","NWF","eVerge (HCM)","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","QPF","Association of Surfing Professionals","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","26-APR-2014 00:05","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","SLF","OReilly Media Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","NKF","Omnicare","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","PEF","National Instruments Corp","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","LMF","Susan G Komen","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","NRF","Worthington Industries","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HVF","Custom Sensors & Technologies","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL5","20:00 (PT)","HCM","Testing Complete","EOF","DEALER TIRE LLC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","CGF","Marketsphere","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","CSA","Vertafore Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","CNA","Lender Processing Services, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","CWA","ARTHUR J GALLAGHER COMPANY","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","CVA","StandardAero","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 22:22","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EOA","Associated Banc-Corp","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","FQA","BMC Software Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","GDA","BBAM US LP.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","GKA","EASTERN BANK","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HXA","Ares Management LLC (ERP)","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","26-APR-2014 00:05","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","DPN","CWT SAS","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","26-APR-2014 01:24","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBA","KLJ Solutions Co.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HAAE","APIGEE CORPORATION","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HDN","Delta Partners FZ-LLC ","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAA","TV6 Holdings, LLC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","HCAH","Turn Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","JVA","RJT Solution Beacon, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBBT","CorePower Yoga, LLC.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","JRA","Travelzoo Inc (CRM)","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBBQ","American Bureau of Shipping","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","HCAL","Subaru of America, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAP","BBAM US LP.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EABC","Locus Solutions, LLC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","HCAB","Colorado Permanente Medical Group, P.C.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAQ","Econohomes GP LLC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","EABE","CDW LLC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","26-APR-2014 00:29","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","EABK","MiraMed Global Services, Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HON","CDM Smith Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","ENF","Tangoe, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","HCAQ","SunOpta Companies Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAZ","MEK Enterprises","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","HCAE","SunGard Availability Services","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","JQA","CDW LLC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","PMF","Marvell Semiconductor","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","FSF","Brocade","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL5","20:00 (PT)","HCM","Testing Complete","CXA","AvalonBay Communities, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HCA","LANE INDUSTRIES INCORPORATED","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBAO","BSH Home Appliances Corporation","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAK","California Academy of Sciences","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBBX","The Toronto Dominion Bank","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 21:05","-"
